cust_id|full_name|contact_email|country|address|zip|created_date|vip_flag
807|Sara Brown|sara807@mail.com|CA|660 Main St||2024-04-27|true
808|Alice White|alice808@mail.com|UK|997 Main St|20190|2023-10-28|true
809|Sara Johnson|sara809@mail.com|UK|266 Main St|94105|2024-02-10|Y
810|Leo Doe|leo810@mail.com||327 Main St||2023-03-22|Y
811|Jane Patel|jane811@mail.com|AU|269 Main St|ABCDE|2023-05-03|false
812|Bob Black|bob812@mail.com|NULL||20190|2023-08-22|true
813|Tom Johnson||UK|530 Main St||2023-03-02|Y
814|Sara Johnson||AU|796 Main St|94105|2023-04-16|Y
815|Sara Patel|sara815@mail.com|UK|896 Main St|ABCDE|2023-11-03|false
816|Alice Lee|alice816@mail.com|US|189 Main St||2024-03-02|Y
817||jane817@mail.com|AU|952 Main St|94105|2023-03-24|N
818||leo818@mail.com||437 Main St||2023-02-21|N
819|Chris Black||CA|892 Main St||2024-01-25|
820|Mike Smith|mike820@mail.com||605 Main St|20190|2024-01-04|Y
821|Bob Patel||CA|76 Main St|ABCDE|2024-02-18|
822|"Bob|Lee"|bob822@mail.com|CA|477 Main St||2024-02-01|
823|Tom Green|tom823@mail.com|UK|363 Main St|20190|2023-10-09|
824|Nina Green|nina824@mail.com|UK|552 Main St|ABCDE|2024-01-28|true
825||sara825@mail.com|UK|86 Main St|ABCDE|2023-01-11|Y
826|||UK|||2023-02-23|N
827||mike827@mail.com|CA|939 Main St|94105|2023-08-22|true
828|John Patel|john828@mail.com|UK|254 Main St|20190|2024-04-27|false
829||sara829@mail.com|US|924 Main St||2023-12-24|N
830|Mike Lee|mike830@mail.com|US|359 Main St|94105|2023-01-03|Y
831|Raj Patel||AU||ABCDE|2024-01-29|false
832|John Doe|john832@mail.com||289 Main St|20190|2023-10-05|Y
833|Leo Doe|leo833@mail.com||326 Main St|20190|2024-03-18|false
834|Chris Brown|||||2023-03-30|Y
835||raj835@mail.com|AU|648 Main St||2023-03-05|N
,,,
837|Bob Patel||UK|969 Main St|94105|2023-09-13|N
838|Leo Green|leo838@mail.com|UK||94105|2023-08-11|
839|Tom Patel||UK|136 Main St|20190|2023-09-09|true
840|John Green|john840@mail.com|AU|421 Main St|ABCDE|2024-02-14|
841|"Raj|Brown"||NULL|709 Main St||2023-09-19|N
,,,
843|Emma Lee|emma843@mail.com||490 Main St|94105|2023-08-27|N
844|Tom Patel|tom844@mail.com|UK|396 Main St||2023-03-09|Y
845|Chris Doe|chris845@mail.com|CA|730 Main St|ABCDE|2023-03-01|true
846|Leo Brown|leo846@mail.com|NULL|810 Main St||2023-01-26|false
847|Jane Brown|jane847@mail.com||612 Main St||2024-04-02|N
,,,
849||bob849@mail.com|US|575 Main St||2023-03-26|N
850|Jane Johnson|jane850@mail.com||898 Main St|94105|2024-02-02|
851|Raj Smith|raj851@mail.com|CA|939 Main St|94105|2024-05-05|N
852|Raj Black|raj852@mail.com|NULL|435 Main St|94105|2023-04-20|true
853||chris853@mail.com||277 Main St|ABCDE|2023-02-06|N
854|Mike Lee|mike854@mail.com||286 Main St|94105|2023-07-27|false
855|Mike Black|mike855@mail.com||833 Main St|ABCDE|2023-12-01|
856|Bob Brown|bob856@mail.com|CA|965 Main St|ABCDE|2023-06-18|
857||raj857@mail.com|AU|929 Main St||2024-01-25|
858|Bob Black|bob858@mail.com|AU|496 Main St|94105|2024-03-29|Y
859|"Mike|Lee"|mike859@mail.com|NULL|920 Main St||2023-04-27|Y
860|"Mike|Doe"|||74 Main St|20190|2023-01-30|N
861|Emma Johnson||UK|417 Main St||2023-05-20|true
862|Leo Green|leo862@mail.com|NULL|639 Main St|ABCDE|2024-03-17|false
863|Nina Johnson|nina863@mail.com|||ABCDE|2023-09-08|
864||leo864@mail.com|NULL|713 Main St|94105|2024-04-22|Y
865|Leo Brown|leo865@mail.com||516 Main St|ABCDE|2024-02-05|false
866|Chris White|chris866@mail.com|US|963 Main St|20190|2023-11-03|
867|Nina Doe||CA|318 Main St||2023-04-08|true
868|Mike White|mike868@mail.com|UK||94105|2023-12-01|false
869|"Leo|Patel"|leo869@mail.com|UK|733 Main St|20190|2023-05-19|
870|Chris Smith|chris870@mail.com|US|777 Main St|20190|2023-04-07|Y
871|Alice Johnson|alice871@mail.com|AU|21 Main St|20190|2024-03-02|Y
872|Raj Smith|raj872@mail.com|CA|779 Main St||2023-10-24|Y
873|Mike Smith||NULL||20190|2023-02-25|Y
874|Alice Doe||UK||ABCDE|2023-12-10|
875|Emma Black|emma875@mail.com|AU|612 Main St|20190|2023-08-11|Y
876|Raj White|raj876@mail.com||906 Main St|20190|2023-03-07|Y
877|Chris Black|chris877@mail.com|NULL|645 Main St|ABCDE|2023-08-23|N
878|John White|john878@mail.com|US||94105|2023-07-06|
879||alice879@mail.com||482 Main St||2024-03-19|N
880|Jane Brown|jane880@mail.com|AU|697 Main St||2024-02-28|N
881|Tom Johnson|tom881@mail.com||815 Main St|20190|2023-08-30|N
882|Jane Lee|jane882@mail.com|AU|132 Main St|ABCDE|2023-09-24|Y
883|Raj Smith||UK|423 Main St||2023-04-25|N
,,,
885|Emma Doe|emma885@mail.com||50 Main St|ABCDE|2023-02-16|Y
886|Leo Doe|leo886@mail.com||50 Main St|20190|2024-03-22|
887|Raj Green|raj887@mail.com|||20190|2023-09-15|
888|Mike Lee|mike888@mail.com|CA|478 Main St|20190|2023-06-10|false
889|Nina Patel|nina889@mail.com|US|162 Main St||2023-03-05|true
890|Leo Green|leo890@mail.com|CA|457 Main St|20190|2023-05-15|false
891|Mike Johnson|mike891@mail.com|UK|840 Main St||2023-04-21|Y
892||nina892@mail.com|NULL|432 Main St||2024-01-13|false
893||bob893@mail.com|UK|449 Main St||2023-12-03|true
894|Jane Lee|jane894@mail.com|AU|59 Main St|94105|2023-11-27|false
895|Leo Lee|leo895@mail.com|UK|130 Main St||2023-11-27|true
896|Nina Black||US|988 Main St||2023-11-16|true
897|Bob Green|bob897@mail.com|AU|981 Main St|94105|2023-03-09|true
898||leo898@mail.com|US|518 Main St|94105|2023-03-18|false
899|Leo Black|leo899@mail.com|NULL|423 Main St||2023-02-27|
900|Nina Doe|nina900@mail.com|NULL|566 Main St|94105|2023-11-30|false
901|Emma White|emma901@mail.com|AU||ABCDE|2023-04-06|true
902||alice902@mail.com||847 Main St|20190|2023-08-03|false
903|Tom White|tom903@mail.com|US||ABCDE|2023-02-20|N
904|Bob Johnson||CA||94105|2024-02-16|
905|"Leo|White"|leo905@mail.com|CA||ABCDE|2024-02-25|false
906|Raj Doe|raj906@mail.com|UK|846 Main St|94105|2023-01-27|true
907|Nina Black|nina907@mail.com|AU||94105|2023-03-29|
908|Nina Black|nina908@mail.com|UK|425 Main St|94105|2024-01-30|
909|Chris Johnson|chris909@mail.com|US||20190|2023-05-15|false
910|Mike Black|mike910@mail.com|US|373 Main St||2024-01-08|true
911|Jane Brown|jane911@mail.com|AU|416 Main St|20190|2023-09-02|true
912|Bob Patel||US|465 Main St|94105|2023-07-14|true
913|Leo Doe|leo913@mail.com|NULL||94105|2023-07-04|Y
914|John Lee|john914@mail.com|NULL||94105|2023-03-27|true
915|"Emma|Lee"|emma915@mail.com|UK|337 Main St|20190|2024-04-15|true
916|"Raj|Lee"|raj916@mail.com||15 Main St|ABCDE|2023-08-18|
917|Mike Lee||US|4 Main St|20190|2023-05-01|N
918|||US|108 Main St|20190|2023-08-08|true
919|John Lee|john919@mail.com|AU|611 Main St|20190|2023-10-15|true
920||alice920@mail.com|NULL|92 Main St|20190|2023-04-08|true
921|Raj Brown|raj921@mail.com|UK|399 Main St|94105|2023-04-07|Y
922|Raj Patel|raj922@mail.com|CA|441 Main St|94105|2024-02-02|Y
923|Bob White|bob923@mail.com|CA|869 Main St|20190|2024-03-01|Y
924|Sara Lee|sara924@mail.com||41 Main St|94105|2024-05-06|Y
925|Chris Patel|chris925@mail.com|US|842 Main St|94105|2023-03-22|true
926|Mike Doe||AU|268 Main St||2023-05-25|
927|Raj Patel||CA||94105|2023-02-03|true
928|Nina Lee||CA|897 Main St|20190|2023-04-07|
929||leo929@mail.com|AU|417 Main St|ABCDE|2023-06-11|Y
930|Leo Doe|leo930@mail.com|NULL|915 Main St|20190|2023-04-16|false
931|Sara White|sara931@mail.com||86 Main St|94105|2024-04-19|Y
932|Mike Smith|mike932@mail.com|US|917 Main St|94105|2023-03-21|Y
933|Jane Patel||UK|402 Main St|94105|2023-02-24|Y
934||bob934@mail.com|NULL|366 Main St|ABCDE|2023-06-16|
935|John Brown|john935@mail.com|AU|391 Main St|20190|2023-05-22|false
936|Emma Johnson|emma936@mail.com|AU|943 Main St||2024-02-12|true
937|Jane White|jane937@mail.com|US|300 Main St|20190|2023-05-06|N
938|Leo White||NULL|11 Main St|20190|2023-05-30|true
939||mike939@mail.com||951 Main St|20190|2023-11-21|
940|John Smith|john940@mail.com|NULL|620 Main St|94105|2023-09-09|false
941|John Doe|john941@mail.com||206 Main St|ABCDE|2024-01-14|false
942|Tom White|tom942@mail.com|CA|909 Main St|ABCDE|2024-03-13|false
"unterminated,quote,here
944|Emma Doe|emma944@mail.com||6 Main St|94105|2023-07-05|true
BAD_ROW_WITH_TOO_FEW_COLS
946||alice946@mail.com|CA|302 Main St|94105|2023-01-25|true
947|Chris Johnson||CA|517 Main St||2023-11-12|true
948|Alice Black|alice948@mail.com|UK|482 Main St||2023-04-21|Y
949||chris949@mail.com|UK|313 Main St|20190|2023-11-13|true
950|Nina White|nina950@mail.com|US|750 Main St||2023-07-04|true
951|Chris Lee|chris951@mail.com|CA|399 Main St|94105|2023-09-15|false
952|Emma Johnson|emma952@mail.com|UK||20190|2023-09-13|Y
953|Tom Brown|tom953@mail.com||512 Main St|ABCDE|2023-07-26|N
954|John Doe|john954@mail.com|CA|69 Main St|ABCDE|2024-04-18|Y
955|Mike Smith|mike955@mail.com|US|974 Main St|20190|2023-08-10|true
956|Leo Patel|leo956@mail.com||155 Main St||2024-03-14|Y
957||bob957@mail.com|AU|574 Main St|94105|2024-05-13|true
958|"Alice|Lee"|alice958@mail.com|US|408 Main St|ABCDE|2023-04-02|N
959|Emma Patel|emma959@mail.com||988 Main St|20190|2024-04-26|N
960|Mike Black|mike960@mail.com|AU|||2024-02-29|Y
961||nina961@mail.com|NULL|293 Main St|ABCDE|2023-12-25|
962|"Nina|Brown"|nina962@mail.com|AU|933 Main St|20190|2023-08-27|N
963||alice963@mail.com||863 Main St|ABCDE|2023-03-21|
123|MISMATCH|EXTRA|COLS|HERE|oops
965||leo965@mail.com|UK|180 Main St|94105|2023-08-25|true
966||emma966@mail.com|CA|387 Main St|94105|2024-02-04|false
967|Tom Doe|tom967@mail.com|CA|253 Main St|20190|2024-04-03|false
968|Chris Lee|chris968@mail.com|US|149 Main St|94105|2023-07-22|true
969|Emma Black|emma969@mail.com|US|306 Main St|20190|2023-02-22|Y
970|Raj Smith||UK|55 Main St|ABCDE|2023-12-08|false
971|"Leo|Black"||UK|||2023-03-08|true
972|"John|Green"|john972@mail.com|AU|29 Main St|20190|2023-07-05|
973|Sara Brown||AU|71 Main St|94105|2023-06-17|false
974|Sara Green|sara974@mail.com|CA|360 Main St|94105|2023-02-13|
975|"Bob|Green"|bob975@mail.com|UK|461 Main St||2023-02-25|Y
976|Leo Johnson|leo976@mail.com|US|949 Main St|ABCDE|2023-07-16|false
977|"Leo|Johnson"|leo977@mail.com|US|6 Main St|94105|2023-12-01|false
978||sara978@mail.com|UK|171 Main St|ABCDE|2024-04-29|
979|Mike White|||141 Main St|20190|2024-01-07|
980|John Johnson|john980@mail.com|CA|897 Main St|20190|2024-01-29|
981|Bob Smith|bob981@mail.com|CA|532 Main St|ABCDE|2023-10-27|false
982|Mike Johnson|mike982@mail.com|US|723 Main St|ABCDE|2024-01-01|false
983|"Sara|Patel"|sara983@mail.com|NULL|965 Main St|20190|2023-07-29|Y
984|"John|Green"|john984@mail.com|NULL|164 Main St|20190|2023-12-23|N
985||alice985@mail.com|US||20190|2024-01-09|false
986||emma986@mail.com|CA|874 Main St|ABCDE|2023-11-13|true
987|Leo Patel|leo987@mail.com|UK|464 Main St|94105|2023-09-08|N
988|"Jane|Patel"|jane988@mail.com|UK|414 Main St|20190|2023-11-10|false
989|Leo White|leo989@mail.com||23 Main St|ABCDE|2024-04-15|true
990|John Black|john990@mail.com|AU|||2023-04-28|false
991|Leo Lee|leo991@mail.com|UK|411 Main St|20190|2023-03-02|false
992|Leo Lee|leo992@mail.com|UK|516 Main St||2023-01-16|true
993|Tom Brown|tom993@mail.com||618 Main St|20190|2023-01-08|N
994|Mike Brown|mike994@mail.com|UK|625 Main St|20190|2023-06-10|Y
995|"Chris|Smith"|chris995@mail.com||88 Main St|94105|2023-04-06|Y
996|Nina Lee|nina996@mail.com|US||ABCDE|2023-07-31|false
997|Bob Smith||CA|718 Main St|94105|2023-02-01|Y
998|Chris Johnson|chris998@mail.com|AU|||2023-12-09|Y
999||raj999@mail.com|AU|388 Main St|ABCDE|2024-05-05|
1000|Raj Smith||UK|775 Main St||2023-07-15|true
1001|John Black|john1001@mail.com||111 Main St|20190|2024-01-20|
1002|Nina Black|nina1002@mail.com|US|441 Main St|20190|2023-04-04|false
1003|Bob White||CA|45 Main St|ABCDE|2023-05-22|Y
1004|Sara Patel|sara1004@mail.com|UK|236 Main St|94105|2023-10-20|N
1005|Alice White|alice1005@mail.com|US|906 Main St|ABCDE|2024-02-24|false
1006|Nina White|nina1006@mail.com|US|775 Main St|94105|2023-04-22|N
1007|John Patel|john1007@mail.com|UK|743 Main St|94105|2023-09-09|true
1008|Raj Smith|raj1008@mail.com|UK||94105|2024-05-07|false
1009|Tom Doe|tom1009@mail.com|||20190|2023-07-16|Y
1010||sara1010@mail.com||619 Main St|20190|2023-07-27|N
1011|Nina White|nina1011@mail.com|UK|||2023-11-26|Y
1012|Leo Johnson|leo1012@mail.com|US|802 Main St|20190|2024-05-08|true
1013|||AU|153 Main St|ABCDE|2024-03-07|Y
1014|Alice Smith|alice1014@mail.com|US||20190|2023-03-14|Y
1015|Emma Smith|emma1015@mail.com|US|525 Main St|ABCDE|2023-07-23|false
1016|Sara Smith|sara1016@mail.com|||ABCDE|2023-01-16|true
1017||alice1017@mail.com|US|854 Main St|20190|2024-03-06|Y
1018|Mike Lee|mike1018@mail.com|CA||20190|2023-09-05|true
1019|Leo Smith|leo1019@mail.com|CA|230 Main St||2023-02-23|N
1020|Leo White|leo1020@mail.com||984 Main St||2023-11-13|false
1021|"Alice|Black"||AU|412 Main St|ABCDE|2023-07-05|
1022|Bob Green|bob1022@mail.com|US|307 Main St||2023-09-06|Y
1023|Emma Green|||828 Main St|ABCDE|2023-04-23|Y
1024|Leo Black|leo1024@mail.com|NULL|55 Main St|94105|2023-03-29|false
1025|Sara Green|sara1025@mail.com||959 Main St|ABCDE|2023-12-01|N
1026|"John|Smith"|john1026@mail.com|NULL|938 Main St|20190|2023-01-04|true
1027|Alice Lee|alice1027@mail.com|CA|864 Main St|20190|2023-08-31|
1028|Bob Smith|bob1028@mail.com|CA||20190|2023-09-04|
1029|Nina Doe|nina1029@mail.com||91 Main St||2024-03-07|
1030|Emma Johnson|emma1030@mail.com|UK|666 Main St|20190|2023-02-12|
1031|Raj White|raj1031@mail.com|UK|488 Main St|20190|2024-04-28|true
1032|||CA|764 Main St|94105|2023-10-10|false
1033|Sara Doe||NULL|31 Main St|20190|2024-05-08|false
1034||mike1034@mail.com|UK|281 Main St||2023-01-16|N
1035|Raj Smith|raj1035@mail.com|US|634 Main St|ABCDE|2023-07-21|true
1036|"Sara|Doe"|sara1036@mail.com|CA||94105|2023-04-07|N
1037|Jane Smith|jane1037@mail.com|AU|704 Main St|94105|2023-09-09|Y
1038|Leo White||UK|34 Main St|20190|2023-12-16|true
1039||jane1039@mail.com||304 Main St|20190|2024-05-09|true
1040|Emma Lee|emma1040@mail.com|AU||94105|2023-10-19|true
1041|Alice Brown|alice1041@mail.com|UK|847 Main St|94105|2023-10-03|N
1042|Chris Smith|chris1042@mail.com||638 Main St||2023-01-07|false
1043|Tom Doe|tom1043@mail.com||179 Main St||2023-11-24|
1044|Nina Johnson|nina1044@mail.com|CA|650 Main St|ABCDE|2023-02-24|N
1045|John Doe|john1045@mail.com||91 Main St|94105|2023-01-24|
1046|Emma Black|emma1046@mail.com|CA||94105|2023-05-01|N
1047|Sara Lee|sara1047@mail.com||893 Main St||2024-04-23|true
1048||john1048@mail.com|US|886 Main St|ABCDE|2023-08-26|false
1049|Sara White|sara1049@mail.com|UK|884 Main St||2023-07-29|true
1050|Emma Johnson||CA|244 Main St|20190|2023-07-02|
1051|John Doe|john1051@mail.com|NULL|594 Main St|20190|2023-03-21|
1052|Tom Lee|tom1052@mail.com|NULL||20190|2023-05-11|N
1053|Raj Brown|raj1053@mail.com|CA|390 Main St||2024-04-25|Y
1054|John Patel|john1054@mail.com|US|130 Main St|94105|2024-01-28|
1055|"Chris|Lee"||CA|975 Main St||2024-04-15|true
1056|Leo Doe|leo1056@mail.com|CA|712 Main St|94105|2023-03-20|Y
1057|Raj Smith|raj1057@mail.com|US|||2023-07-29|false
1058||tom1058@mail.com|CA|647 Main St|ABCDE|2023-10-28|N
1059|Nina Johnson||AU|204 Main St|ABCDE|2023-05-02|false
1060|Nina Brown|nina1060@mail.com|CA|440 Main St|20190|2024-03-22|false
,,,
1062|Leo Black|leo1062@mail.com||734 Main St|94105|2024-01-12|true
1063|Alice White|alice1063@mail.com||21 Main St|ABCDE|2024-01-31|false
1064|Nina Brown|nina1064@mail.com|UK|901 Main St|94105|2023-08-27|false
1065|Raj Johnson|raj1065@mail.com||557 Main St|ABCDE|2024-02-24|true
1066|Sara Patel|sara1066@mail.com|US|186 Main St|ABCDE|2024-05-13|true
1067|Bob White||AU|543 Main St|ABCDE|2023-07-09|Y
1068|"Mike|Doe"||NULL|998 Main St||2023-08-04|N
1069|Tom Johnson|tom1069@mail.com|UK|700 Main St|ABCDE|2023-10-18|true
1070|Emma Brown|emma1070@mail.com|US|684 Main St||2023-05-23|N
1071|John Johnson|john1071@mail.com|UK|258 Main St|94105|2023-12-26|false
1072|"Mike|Brown"|mike1072@mail.com|NULL|468 Main St||2023-05-30|false
1073|Raj Doe|raj1073@mail.com|UK|443 Main St||2024-04-14|false
1074|"Raj|Green"|raj1074@mail.com|US||ABCDE|2023-11-08|N
1075|Emma Black|emma1075@mail.com|AU|649 Main St|94105|2024-01-31|N
1076|Sara Black|sara1076@mail.com|AU|614 Main St|20190|2024-03-28|true
1077|Mike Black|mike1077@mail.com|US||94105|2023-07-27|N
1078|Sara Black|||80 Main St|ABCDE|2024-02-27|N
1079||jane1079@mail.com|AU||ABCDE|2023-04-11|Y
1080||tom1080@mail.com|CA|294 Main St|20190|2023-07-23|false
1081|Bob Johnson|bob1081@mail.com|NULL|445 Main St|ABCDE|2023-05-24|true
1082|Mike Brown|mike1082@mail.com|US|367 Main St|20190|2024-04-01|true
1083|John Doe||UK|353 Main St|20190|2023-06-12|
1084|Nina Doe|nina1084@mail.com|US|102 Main St|94105|2023-06-19|
1085|Tom Johnson|tom1085@mail.com|UK|212 Main St|20190|2024-05-11|true
1086|Emma Johnson|emma1086@mail.com|US|953 Main St|ABCDE|2023-06-24|N
1087|Alice Doe|alice1087@mail.com|UK||94105|2023-10-16|Y
1088|Bob Lee|bob1088@mail.com||331 Main St||2023-12-17|true
1089||leo1089@mail.com|CA|140 Main St||2023-07-07|false
1090|Sara Smith|sara1090@mail.com|AU|114 Main St|ABCDE|2023-12-14|false
1091|Mike Doe|mike1091@mail.com||742 Main St|94105|2023-12-30|Y
1092|Mike White|mike1092@mail.com|AU|273 Main St|94105|2023-10-16|false
1093|Jane Johnson|jane1093@mail.com|NULL|74 Main St|94105|2023-07-20|Y
1094|Nina Johnson|nina1094@mail.com|AU|873 Main St|20190|2023-07-06|N
BAD_ROW_WITH_TOO_FEW_COLS
1096|Leo Black|leo1096@mail.com|AU|183 Main St|ABCDE|2024-03-01|
1097|Emma Black|emma1097@mail.com|NULL|494 Main St||2024-05-14|true
1098|Nina Brown|nina1098@mail.com|NULL||94105|2023-05-28|
1099|Chris Lee|chris1099@mail.com||830 Main St|20190|2023-11-07|false
1100||bob1100@mail.com|US|||2024-04-13|
1101||bob1101@mail.com|CA|536 Main St|ABCDE|2023-06-06|false
1102||raj1102@mail.com|AU|62 Main St|94105|2023-06-13|false
1103|"Sara|Brown"|sara1103@mail.com|UK|449 Main St|ABCDE|2023-12-01|false
1104|Leo Patel|||884 Main St||2023-02-19|false
BAD_ROW_WITH_TOO_FEW_COLS
1106|Sara Green||AU|813 Main St|94105|2023-01-03|true
1107||nina1107@mail.com|AU|||2024-04-29|
1108|"Sara|Brown"|sara1108@mail.com|UK|62 Main St|94105|2023-01-08|N
1109|Leo Green||US|||2024-03-08|Y
1110||nina1110@mail.com|CA|936 Main St|ABCDE|2024-03-14|N
1111|Raj Black||NULL|577 Main St|ABCDE|2023-02-14|
1112|Mike Doe|mike1112@mail.com||||2023-06-09|
1113|John Patel|john1113@mail.com|US|953 Main St|ABCDE|2023-06-13|Y
1114|Raj Lee|raj1114@mail.com|US|391 Main St|ABCDE|2024-02-12|N
1115|John Brown|john1115@mail.com||123 Main St|ABCDE|2023-10-03|false
1116|Jane Green||AU|139 Main St|20190|2023-01-08|Y
1117|Leo Doe||NULL|649 Main St|20190|2024-01-19|Y
1118|Mike Green|mike1118@mail.com|CA|||2023-08-10|Y
1119|Tom Doe|tom1119@mail.com|UK|553 Main St|20190|2023-01-04|
1120|"John|Brown"|john1120@mail.com|AU|541 Main St|ABCDE|2024-02-22|Y
1121|||||20190|2023-09-28|Y
1122|Bob Patel|bob1122@mail.com|AU|215 Main St|94105|2023-10-22|true
1123|"Bob|Green"|bob1123@mail.com|AU|339 Main St|94105|2024-04-13|Y
1124|Tom Lee|tom1124@mail.com|NULL|502 Main St|ABCDE|2023-04-03|N
1125|Bob Brown||AU|188 Main St|94105|2023-09-11|
1126|John Brown|john1126@mail.com|US|904 Main St||2023-04-02|false
1127|Bob Brown|bob1127@mail.com|UK|892 Main St||2023-06-19|
,,,
123|MISMATCH|EXTRA|COLS|HERE|oops
1130|"Leo|Smith"|leo1130@mail.com|UK|416 Main St|ABCDE|2023-07-07|
1131|Bob Brown|bob1131@mail.com|US|750 Main St|94105|2024-05-02|false
BAD_ROW_WITH_TOO_FEW_COLS
1133|Jane Doe|jane1133@mail.com|CA|456 Main St|94105|2023-07-12|Y
1134|John Smith|john1134@mail.com|UK|988 Main St|ABCDE|2023-01-17|
1135|Emma Black|emma1135@mail.com|CA|874 Main St|94105|2023-07-27|false
1136|Raj White|raj1136@mail.com|AU|380 Main St|20190|2023-10-26|false
1137|Emma Doe|emma1137@mail.com|||20190|2023-05-20|true
1138||john1138@mail.com|US||20190|2023-05-25|true
123|MISMATCH|EXTRA|COLS|HERE|oops
1140|Nina Doe|nina1140@mail.com|AU|252 Main St||2024-05-11|false
1141|Leo Smith|leo1141@mail.com||574 Main St|20190|2023-01-03|true
1142||nina1142@mail.com|UK|575 Main St||2024-01-26|Y
BAD_ROW_WITH_TOO_FEW_COLS
1144|Bob Green|bob1144@mail.com|UK|459 Main St||2024-04-24|false
1145|Chris Lee|||209 Main St|94105|2024-02-15|Y
1146||chris1146@mail.com|NULL|348 Main St|94105|2024-01-25|false
1147|Nina Johnson|nina1147@mail.com|NULL|279 Main St|94105|2023-07-04|true
1148|Jane Doe|jane1148@mail.com|US|561 Main St|ABCDE|2024-03-22|true
1149|Jane Patel|jane1149@mail.com|US|169 Main St|20190|2023-12-21|Y
1150|Raj Doe|raj1150@mail.com|CA|934 Main St|ABCDE|2024-03-30|
1151|Sara Green|sara1151@mail.com||82 Main St|20190|2023-03-19|false
1152|Emma Black|emma1152@mail.com|AU|81 Main St|ABCDE|2024-03-12|
1153|Nina Johnson|nina1153@mail.com|CA|||2024-01-26|false
1154|Bob Patel|bob1154@mail.com|NULL|44 Main St|ABCDE|2023-10-25|Y
1155||raj1155@mail.com|NULL|||2024-04-28|N
1156|Emma Doe|emma1156@mail.com|US|642 Main St|20190|2023-06-13|Y
1157|"John|Brown"|john1157@mail.com|AU|348 Main St||2023-10-11|false
1158|Alice Black|alice1158@mail.com|AU|34 Main St|ABCDE|2023-11-04|false
1159||emma1159@mail.com||557 Main St|20190|2023-01-11|N
1160|Tom Brown|tom1160@mail.com|AU|895 Main St||2023-08-19|Y
1161|Chris Lee|||613 Main St|94105|2023-06-29|Y
,,,
1163|Leo White|leo1163@mail.com|AU|496 Main St|ABCDE|2023-08-16|
1164|Jane Patel|jane1164@mail.com||258 Main St|ABCDE|2023-11-18|N
1165|Nina Brown|nina1165@mail.com|||20190|2023-04-28|true
1166|Bob Smith||AU|664 Main St|ABCDE|2023-06-29|
1167||raj1167@mail.com|US|965 Main St|94105|2023-09-11|Y
1168||jane1168@mail.com|NULL|701 Main St|20190|2023-04-16|N
1169|Nina Johnson|nina1169@mail.com|CA||94105|2024-03-17|
1170|Raj Patel|raj1170@mail.com|US|310 Main St|20190|2024-03-08|Y
1171|Leo Johnson|leo1171@mail.com|US||ABCDE|2023-08-20|Y
1172|Bob Lee|bob1172@mail.com|US|668 Main St||2023-11-04|false
1173|Jane Lee|jane1173@mail.com|US||94105|2023-11-13|N
1174|Emma Brown|emma1174@mail.com|NULL|874 Main St|ABCDE|2024-04-10|true
1175|John Doe|john1175@mail.com|AU|||2023-11-30|true
1176|Sara Johnson|sara1176@mail.com|CA|874 Main St|94105|2023-09-14|Y
1177|Chris Patel|chris1177@mail.com|CA|475 Main St||2023-09-15|Y
1178|Chris Green|chris1178@mail.com|UK|103 Main St|20190|2023-10-08|Y
1179|Emma White||||94105|2023-02-06|
1180|Leo Smith|leo1180@mail.com|CA|530 Main St|94105|2024-03-30|
BAD_ROW_WITH_TOO_FEW_COLS
1182|"Mike|Green"|mike1182@mail.com|CA|502 Main St|94105|2023-09-19|false
1183|Emma Black|emma1183@mail.com|NULL|582 Main St|94105|2023-08-20|true
1184|Sara Johnson||AU|762 Main St|94105|2023-01-25|false
1185||emma1185@mail.com|US|82 Main St||2023-04-24|true
1186||raj1186@mail.com||29 Main St||2024-01-13|true
1187|Leo Brown|leo1187@mail.com|NULL|100 Main St||2024-05-02|N
1188||sara1188@mail.com|CA||20190|2024-02-25|N
1189|Raj Doe|raj1189@mail.com|NULL|||2023-06-04|Y
1190|"Jane|Black"|jane1190@mail.com|UK||94105|2023-08-05|Y
1191|Tom Brown|tom1191@mail.com|UK|535 Main St|94105|2024-03-28|true
1192|Nina Brown|nina1192@mail.com|NULL|967 Main St|94105|2023-10-25|Y
1193|Jane Smith|jane1193@mail.com|US|737 Main St|94105|2023-06-26|false
1194|Sara Johnson|sara1194@mail.com|UK|271 Main St||2023-03-13|
1195|"Chris|Brown"|chris1195@mail.com|US|221 Main St|20190|2023-09-25|true
1196|Emma Patel|emma1196@mail.com|AU|521 Main St|ABCDE|2024-05-05|N
1197|||NULL|235 Main St||2023-11-17|true
1198|John White|john1198@mail.com|AU|274 Main St|94105|2023-08-26|true
1199|Sara White||||20190|2023-12-24|true
1200|Tom Johnson|tom1200@mail.com||953 Main St|ABCDE|2024-03-05|
1201|Nina Doe||AU|286 Main St||2023-09-28|true
BAD_ROW_WITH_TOO_FEW_COLS
1203|Bob Brown||NULL|447 Main St||2023-12-03|true
1204|Emma Green|emma1204@mail.com||620 Main St|94105|2023-12-27|true
1205|Bob Doe||NULL|10 Main St||2024-02-02|false
1206|Sara Patel|sara1206@mail.com|CA|622 Main St|94105|2023-07-27|N
1207|"Mike|Brown"|mike1207@mail.com|AU|84 Main St|20190|2023-01-11|false
1208|Leo Black|leo1208@mail.com|US|90 Main St||2024-01-26|N
