customer_id,first_name,last_name,email,phone,signup_ts,status,loyalty_points
"unterminated,quote,here
593,Tom,,tom593@ex.com,703-555-4770,,pending,485
594,Alice,White,alice594@ex.com,703-555-3610,2024-05-04T00:00:00,pending,
595,Mike,Johnson,mike595@ex.com,703-555-7260,2023-08-18T00:00:00,active,702
596,John,Green,john596@ex.com,703-555-2784,2023-11-24T00:00:00,,1265
597,Leo,Brown,leo597@ex.com,703-555-4412,,,1814
598,Alice,White,alice598@ex.com,,2023-07-03T00:00:00,inactive,1610
599,Raj,Lee,,703-555-9446,2023-05-18T00:00:00,,1435
600,Emma,White,emma600@ex.com,,2024-04-25T00:00:00,,503
601,Mike,Brown,mike601@ex.com,,2023-10-25T00:00:00,pending,638
602,Jane,Black,jane602@ex.com,703-555-6294,,pending,346
603,,,,703-555-7149,2023-02-07T00:00:00,pending,1955
604,Tom,Green,tom604@ex.com,703-555-4764,2024-03-25T00:00:00,,1667
605,Tom,Johnson,tom605@ex.com,703-555-5959,2024-02-22T00:00:00,active,632
606,Sara,Lee,sara606@ex.com,703-555-8404,2024-04-26T00:00:00,pending,1855
607,Emma,Brown,emma607@ex.com,703-555-2289,2023-01-24T00:00:00,,599
608,Sara,White,sara608@ex.com,703-555-1900,2023-05-05T00:00:00,inactive,563
609,Jane,Doe,jane609@ex.com,,,,1808
610,,Green,,703-555-1256,2023-05-11T00:00:00,,929
611,Mike,Patel,mike611@ex.com,703-555-7142,,,255
612,,Green,alice612@ex.com,703-555-3133,2024-03-23T00:00:00,inactive,1945
613,Alice,Green,alice613@ex.com,703-555-3403,,pending,1111
614,Emma,Johnson,emma614@ex.com,703-555-8802,2023-05-27T00:00:00,pending,1325
615,Raj,Johnson,,703-555-6407,2023-02-08T00:00:00,pending,877
616,,Black,chris616@ex.com,703-555-8916,2023-12-30T00:00:00,pending,
617,Sara,Smith,sara617@ex.com,703-555-3004,,active,653
618,Bob,White,,703-555-3651,2024-01-03T00:00:00,active,1473
123|MISMATCH|EXTRA|COLS|HERE|oops
620,Sara,Black,sara620@ex.com,,2023-11-05T00:00:00,pending,995
621,Nina,Brown,nina621@ex.com,703-555-4440,2024-03-06T00:00:00,,158
622,Bob,Brown,bob622@ex.com,703-555-9330,2024-01-08T00:00:00,inactive,
623,Emma,Smith,emma623@ex.com,703-555-8989,2024-03-04T00:00:00,active,531
624,Emma,Patel,emma624@ex.com,703-555-4248,2023-09-09T00:00:00,inactive,1060
625,Alice,White,alice625@ex.com,703-555-7592,2023-03-30T00:00:00,active,1188
626,Bob,Brown,,703-555-2166,2023-03-13T00:00:00,pending,1457
627,Leo,Black,leo627@ex.com,703-555-7174,2024-01-26T00:00:00,active,303
628,Mike,Green,mike628@ex.com,703-555-5802,2023-10-28T00:00:00,pending,1680
629,,Lee,emma629@ex.com,703-555-5810,,active,835
630,Bob,Patel,bob630@ex.com,703-555-6912,,inactive,80
631,Jane,Brown,jane631@ex.com,703-555-2608,2023-01-23T00:00:00,pending,59
632,Jane,Smith,,,2023-09-02T00:00:00,,764
633,,Lee,leo633@ex.com,703-555-5029,2023-05-23T00:00:00,,982
634,Tom,Green,tom634@ex.com,703-555-8578,2023-05-11T00:00:00,,1276
635,Nina,Green,nina635@ex.com,703-555-8425,2024-02-05T00:00:00,inactive,1654
636,Raj,Johnson,raj636@ex.com,703-555-2791,2024-05-13T00:00:00,pending,1024
637,Sara,Patel,sara637@ex.com,703-555-7777,2024-01-17T00:00:00,active,1309
638,,Lee,sara638@ex.com,,,,852
639,Emma,Johnson,emma639@ex.com,703-555-1194,2023-09-15T00:00:00,inactive,1545
640,Chris,,chris640@ex.com,703-555-9502,2024-03-21T00:00:00,pending,1215
641,,,john641@ex.com,703-555-3233,2023-06-28T00:00:00,active,1283
642,,Johnson,john642@ex.com,703-555-4204,,active,651
643,Mike,Brown,mike643@ex.com,703-555-3322,2023-10-03T00:00:00,pending,1559
644,,Patel,john644@ex.com,,2024-03-06T00:00:00,,34
645,Sara,Green,sara645@ex.com,,2024-01-14T00:00:00,pending,516
646,John,Lee,john646@ex.com,,2023-09-02T00:00:00,active,
647,Sara,,sara647@ex.com,703-555-3940,2023-01-31T00:00:00,inactive,
648,Emma,Brown,emma648@ex.com,703-555-5590,,,1437
649,Jane,Green,jane649@ex.com,703-555-8451,,,1313
650,Emma,Patel,,703-555-5829,2023-11-03T00:00:00,inactive,1960
651,Tom,Green,tom651@ex.com,703-555-2466,2023-03-14T00:00:00,pending,1749
,,,
653,John,Brown,,703-555-1962,,,423
654,Sara,Johnson,sara654@ex.com,703-555-6777,,,
655,John,Brown,john655@ex.com,703-555-6797,2023-03-10T00:00:00,,1768
656,Bob,,bob656@ex.com,703-555-7416,2023-12-21T00:00:00,pending,1109
657,Mike,White,mike657@ex.com,703-555-5471,2023-07-15T00:00:00,inactive,949
658,,Johnson,jane658@ex.com,703-555-3968,,pending,1734
659,,Green,,,,pending,1889
660,Jane,Smith,jane660@ex.com,,2024-03-18T00:00:00,pending,1784
661,,Smith,john661@ex.com,703-555-2625,2024-04-03T00:00:00,,360
662,Leo,Brown,leo662@ex.com,703-555-5296,2023-09-29T00:00:00,pending,1329
663,John,,john663@ex.com,703-555-7179,2023-11-10T00:00:00,,898
664,Mike,,mike664@ex.com,703-555-2271,2024-02-13T00:00:00,pending,1238
665,Raj,Brown,raj665@ex.com,703-555-9087,2023-12-05T00:00:00,,1603
666,Tom,White,tom666@ex.com,703-555-3497,2023-09-17T00:00:00,inactive,783
667,John,Doe,john667@ex.com,,2023-06-13T00:00:00,,1903
668,Emma,,emma668@ex.com,703-555-6498,2023-04-28T00:00:00,,1978
669,Sara,,sara669@ex.com,703-555-9317,2024-03-14T00:00:00,,1486
670,Jane,Black,,703-555-1619,2023-04-03T00:00:00,,177
671,Bob,Lee,,703-555-6813,2023-05-12T00:00:00,pending,738
672,Tom,Patel,tom672@ex.com,703-555-7354,,inactive,545
673,Bob,Lee,bob673@ex.com,703-555-5743,2023-04-17T00:00:00,inactive,105
674,Mike,Smith,mike674@ex.com,703-555-1620,2023-11-06T00:00:00,inactive,1789
675,Leo,Lee,leo675@ex.com,703-555-2815,,inactive,24
676,Leo,Green,leo676@ex.com,703-555-1829,2023-04-21T00:00:00,inactive,
677,Alice,White,alice677@ex.com,703-555-4488,2023-03-03T00:00:00,active,942
678,,,,703-555-7189,2023-05-05T00:00:00,,426
679,Chris,Patel,,703-555-6727,,pending,114
680,Chris,Smith,chris680@ex.com,703-555-5531,2023-09-02T00:00:00,,811
681,John,Patel,john681@ex.com,703-555-8175,2023-03-14T00:00:00,,1425
682,Sara,Black,,,2024-01-13T00:00:00,inactive,1265
683,Chris,,chris683@ex.com,703-555-9036,2023-07-28T00:00:00,pending,1717
684,John,Johnson,john684@ex.com,703-555-5060,2023-12-24T00:00:00,pending,1501
685,,,leo685@ex.com,703-555-5875,2023-10-16T00:00:00,active,194
686,John,White,john686@ex.com,703-555-6465,2024-01-27T00:00:00,inactive,
687,Tom,White,tom687@ex.com,,2023-02-16T00:00:00,active,1964
688,Nina,Black,nina688@ex.com,703-555-7207,2023-04-28T00:00:00,,1072
689,Alice,Green,alice689@ex.com,703-555-2346,2023-06-14T00:00:00,inactive,
690,Alice,Smith,alice690@ex.com,703-555-5296,,inactive,
691,Alice,Smith,alice691@ex.com,703-555-6833,,pending,634
692,Chris,Black,chris692@ex.com,703-555-3449,2023-02-01T00:00:00,inactive,1042
693,Emma,White,emma693@ex.com,,2023-11-13T00:00:00,active,844
694,Nina,Green,,703-555-5330,2023-10-05T00:00:00,pending,822
695,,Green,tom695@ex.com,703-555-6562,2024-02-11T00:00:00,pending,1147
696,,Black,raj696@ex.com,703-555-1129,2024-04-12T00:00:00,inactive,
697,Alice,,alice697@ex.com,703-555-2610,,pending,1665
698,Bob,Johnson,bob698@ex.com,703-555-8972,2023-11-02T00:00:00,active,1886
699,Nina,Lee,nina699@ex.com,703-555-3988,2023-03-26T00:00:00,inactive,827
700,Tom,Lee,tom700@ex.com,703-555-6629,,active,1836
701,John,,,703-555-3914,2023-04-27T00:00:00,pending,1678
702,Chris,,chris702@ex.com,703-555-4583,2023-09-13T00:00:00,active,1182
703,,Black,raj703@ex.com,,2023-09-29T00:00:00,active,740
704,,Doe,leo704@ex.com,703-555-4740,2023-01-02T00:00:00,,27
705,Bob,,bob705@ex.com,703-555-5221,,inactive,
706,Emma,Brown,emma706@ex.com,703-555-4582,2024-04-24T00:00:00,active,306
707,Tom,Brown,tom707@ex.com,703-555-7948,2024-05-01T00:00:00,inactive,
708,,Lee,sara708@ex.com,703-555-8790,2023-06-25T00:00:00,active,1804
709,Leo,Patel,leo709@ex.com,703-555-5003,2023-05-15T00:00:00,,142
710,Chris,Patel,chris710@ex.com,703-555-1823,2024-05-01T00:00:00,,1694
711,,Green,sara711@ex.com,703-555-4889,,pending,
712,Emma,Johnson,emma712@ex.com,703-555-1430,2023-05-18T00:00:00,,1621
713,Mike,Smith,mike713@ex.com,703-555-6471,,,
714,Alice,Lee,alice714@ex.com,703-555-1272,2024-02-19T00:00:00,active,
715,Nina,Johnson,nina715@ex.com,703-555-5876,2023-06-24T00:00:00,inactive,
716,Chris,Patel,chris716@ex.com,703-555-4791,2023-01-13T00:00:00,,19
717,Mike,Patel,mike717@ex.com,,2023-12-02T00:00:00,active,1765
718,Jane,,jane718@ex.com,703-555-1887,2024-04-18T00:00:00,,1844
719,Leo,,leo719@ex.com,703-555-4408,2023-10-01T00:00:00,pending,1403
720,Leo,White,leo720@ex.com,703-555-7644,2023-11-01T00:00:00,pending,1095
721,Sara,Brown,sara721@ex.com,,2023-12-17T00:00:00,active,1908
722,Tom,,tom722@ex.com,703-555-8095,2023-12-10T00:00:00,pending,1034
723,,Patel,alice723@ex.com,703-555-8210,2023-09-17T00:00:00,,1902
724,,Patel,nina724@ex.com,703-555-3135,2023-08-03T00:00:00,inactive,1401
725,,Green,mike725@ex.com,703-555-9617,2023-08-22T00:00:00,pending,1809
726,Bob,Doe,bob726@ex.com,703-555-5589,2023-09-20T00:00:00,inactive,293
727,Tom,Lee,,703-555-4831,,,
728,,Patel,emma728@ex.com,,2024-04-29T00:00:00,,1110
729,Mike,Brown,mike729@ex.com,703-555-8547,,pending,
730,Emma,Patel,emma730@ex.com,703-555-3909,2023-01-31T00:00:00,pending,220
123|MISMATCH|EXTRA|COLS|HERE|oops
732,Jane,,jane732@ex.com,703-555-9083,2024-02-11T00:00:00,pending,802
733,Jane,Johnson,jane733@ex.com,,2023-10-17T00:00:00,pending,88
734,Mike,Patel,mike734@ex.com,,2023-05-19T00:00:00,,609
735,Nina,Green,nina735@ex.com,703-555-4733,2023-02-20T00:00:00,,1220
736,Jane,Lee,jane736@ex.com,,,,723
737,Sara,Lee,sara737@ex.com,703-555-4575,2024-03-13T00:00:00,pending,38
738,Jane,White,,703-555-4867,,,1769
739,Leo,Lee,leo739@ex.com,703-555-1097,2023-01-07T00:00:00,pending,125
740,Tom,Black,tom740@ex.com,703-555-5455,2023-12-15T00:00:00,active,874
741,Emma,,emma741@ex.com,703-555-2739,,inactive,134
742,Nina,Johnson,nina742@ex.com,,2023-03-22T00:00:00,active,
743,Bob,Lee,bob743@ex.com,703-555-8033,2023-07-11T00:00:00,active,512
744,Alice,Lee,alice744@ex.com,703-555-7830,,active,940
745,John,Patel,john745@ex.com,703-555-7516,,inactive,1389
746,Leo,Lee,leo746@ex.com,703-555-9855,2023-10-09T00:00:00,pending,1196
747,Leo,Brown,leo747@ex.com,703-555-4097,2023-10-20T00:00:00,,1833
748,Bob,Johnson,bob748@ex.com,703-555-2985,2023-07-19T00:00:00,active,1335
749,Emma,Doe,emma749@ex.com,703-555-6437,2023-06-20T00:00:00,active,790
750,Bob,Smith,bob750@ex.com,703-555-3822,2023-10-01T00:00:00,active,1115
751,,White,raj751@ex.com,703-555-1090,2023-10-03T00:00:00,,953
752,Emma,Johnson,emma752@ex.com,703-555-6428,2023-04-17T00:00:00,pending,1971
753,Bob,White,bob753@ex.com,703-555-8888,,active,1131
754,Alice,Johnson,alice754@ex.com,703-555-7358,2024-04-17T00:00:00,,
755,,,raj755@ex.com,,2023-08-06T00:00:00,inactive,119
756,Tom,Patel,tom756@ex.com,703-555-4531,2023-11-03T00:00:00,,1348
757,Raj,Doe,raj757@ex.com,703-555-7093,2023-08-24T00:00:00,active,1194
758,Raj,Patel,,703-555-8556,2024-03-28T00:00:00,active,1897
759,,White,sara759@ex.com,703-555-1433,2023-06-21T00:00:00,pending,1827
760,Leo,White,leo760@ex.com,703-555-2244,2023-02-27T00:00:00,inactive,507
761,Jane,Brown,jane761@ex.com,703-555-9698,,inactive,218
762,Sara,Smith,sara762@ex.com,703-555-6191,2024-03-22T00:00:00,,1882
763,,Brown,emma763@ex.com,,2023-03-17T00:00:00,active,1924
764,John,Patel,john764@ex.com,703-555-2838,2023-12-10T00:00:00,,1032
765,Alice,,alice765@ex.com,703-555-3732,2023-12-24T00:00:00,pending,1281
766,Chris,,chris766@ex.com,703-555-5181,2023-01-18T00:00:00,active,1405
767,Alice,Doe,alice767@ex.com,,2023-11-01T00:00:00,,
768,,Black,,703-555-4098,2024-01-30T00:00:00,pending,618
769,Mike,,mike769@ex.com,703-555-5003,2024-02-18T00:00:00,,371
770,Mike,,mike770@ex.com,703-555-9717,2023-06-08T00:00:00,active,39
771,Bob,Brown,bob771@ex.com,703-555-6085,2023-05-27T00:00:00,,1025
772,Tom,Brown,tom772@ex.com,703-555-9258,2024-02-15T00:00:00,inactive,174
773,Alice,Brown,alice773@ex.com,703-555-2589,2024-05-09T00:00:00,,1346
774,Sara,Smith,sara774@ex.com,703-555-7522,2024-02-05T00:00:00,,1219
775,Chris,Black,,703-555-2280,,pending,233
776,Emma,Patel,emma776@ex.com,703-555-9937,2024-05-02T00:00:00,active,503
777,Nina,Black,nina777@ex.com,,2024-04-19T00:00:00,,1821
778,Raj,Johnson,raj778@ex.com,703-555-8842,2024-04-20T00:00:00,,716
779,Emma,White,emma779@ex.com,703-555-8733,2023-12-05T00:00:00,inactive,74
780,Leo,Johnson,leo780@ex.com,703-555-5349,2023-01-01T00:00:00,inactive,877
781,Bob,Smith,bob781@ex.com,703-555-5218,2023-02-18T00:00:00,,346
782,Mike,,mike782@ex.com,703-555-5679,,,1850
783,Leo,Green,leo783@ex.com,703-555-2407,,active,806
784,Chris,,chris784@ex.com,703-555-8208,2023-03-02T00:00:00,,274
785,Alice,Lee,alice785@ex.com,703-555-5596,2024-01-09T00:00:00,,
786,Tom,Doe,tom786@ex.com,703-555-2318,2023-07-26T00:00:00,inactive,953
787,John,Black,john787@ex.com,,2024-03-19T00:00:00,active,7
788,Mike,Smith,mike788@ex.com,703-555-4328,2024-03-31T00:00:00,,1660
789,Chris,Black,,,2023-04-20T00:00:00,inactive,1910
790,Chris,Green,chris790@ex.com,,2023-11-24T00:00:00,active,870
791,Jane,White,jane791@ex.com,703-555-8889,2023-02-15T00:00:00,pending,1065
792,Emma,Johnson,emma792@ex.com,703-555-8896,,inactive,1855
793,Sara,,sara793@ex.com,,2024-01-24T00:00:00,pending,1941
794,Raj,Brown,raj794@ex.com,703-555-8097,2023-04-07T00:00:00,inactive,
795,Alice,Green,alice795@ex.com,703-555-1599,2023-06-03T00:00:00,,333
796,Leo,,leo796@ex.com,,2023-06-30T00:00:00,pending,1828
797,Leo,Brown,leo797@ex.com,703-555-5650,2023-06-08T00:00:00,,186
798,,Brown,,,2024-05-07T00:00:00,inactive,
799,Tom,Black,tom799@ex.com,703-555-2138,2023-11-08T00:00:00,active,788
800,Tom,Brown,tom800@ex.com,,2023-02-15T00:00:00,inactive,776
801,Nina,Patel,nina801@ex.com,703-555-3163,2023-08-28T00:00:00,inactive,727
802,Jane,Johnson,jane802@ex.com,703-555-8492,2023-12-01T00:00:00,,
803,Mike,Brown,,703-555-3172,2024-05-05T00:00:00,inactive,1048
804,Raj,Black,raj804@ex.com,703-555-9887,2024-01-01T00:00:00,inactive,279
805,Emma,Smith,emma805@ex.com,703-555-1119,2023-12-08T00:00:00,active,1503
806,Sara,Johnson,sara806@ex.com,703-555-6755,2024-01-18T00:00:00,active,1347
807,Chris,White,chris807@ex.com,,2023-07-27T00:00:00,,1200
808,Emma,White,emma808@ex.com,703-555-8129,2023-05-15T00:00:00,inactive,
809,Jane,,jane809@ex.com,703-555-9516,2023-10-09T00:00:00,active,
810,John,,john810@ex.com,703-555-8911,2024-02-10T00:00:00,inactive,886
811,,White,leo811@ex.com,703-555-7162,2023-08-18T00:00:00,inactive,88
812,Raj,Black,raj812@ex.com,703-555-2752,2023-06-04T00:00:00,inactive,1682
813,Jane,Black,jane813@ex.com,,2023-04-22T00:00:00,active,610
814,Sara,Smith,sara814@ex.com,703-555-4124,2023-09-25T00:00:00,inactive,
815,Raj,Patel,raj815@ex.com,703-555-1535,2024-04-12T00:00:00,inactive,462
816,Jane,Patel,jane816@ex.com,,2024-04-21T00:00:00,,1885
817,Raj,Lee,raj817@ex.com,703-555-6148,2023-01-13T00:00:00,inactive,1394
818,Alice,Patel,alice818@ex.com,703-555-9423,2023-10-14T00:00:00,,1432
819,Mike,Black,mike819@ex.com,,2023-06-30T00:00:00,inactive,982
820,Bob,Green,bob820@ex.com,703-555-7446,,pending,548
821,Bob,Johnson,bob821@ex.com,703-555-5423,2024-04-26T00:00:00,pending,1644
822,,,john822@ex.com,703-555-4187,2024-02-14T00:00:00,,48
823,John,,john823@ex.com,703-555-3111,2024-01-24T00:00:00,active,517
824,Nina,Patel,,703-555-2359,2024-03-03T00:00:00,,1132
825,Tom,White,tom825@ex.com,703-555-3086,,inactive,
826,Alice,Johnson,alice826@ex.com,703-555-4408,2023-06-07T00:00:00,,2
827,Alice,,,,2024-01-31T00:00:00,inactive,1869
828,Tom,Lee,tom828@ex.com,703-555-5094,2023-10-08T00:00:00,active,1565
829,Tom,Black,tom829@ex.com,703-555-7420,2023-05-19T00:00:00,,
830,Leo,Black,leo830@ex.com,703-555-5363,2023-07-18T00:00:00,,1343
831,Sara,Doe,,703-555-9412,2023-06-17T00:00:00,pending,1499
832,Nina,Black,nina832@ex.com,703-555-5386,,,1218
833,Nina,Lee,nina833@ex.com,,2024-02-05T00:00:00,active,1958
834,,Johnson,,703-555-8152,2023-03-05T00:00:00,,489
835,,Johnson,mike835@ex.com,703-555-9874,2024-02-07T00:00:00,,1541
836,Mike,Green,mike836@ex.com,703-555-4752,2023-03-28T00:00:00,,1163
837,Jane,Green,jane837@ex.com,703-555-3634,2024-01-20T00:00:00,,1665
838,Nina,Brown,nina838@ex.com,703-555-6820,2023-04-02T00:00:00,inactive,4
839,John,Black,john839@ex.com,703-555-9522,2024-02-03T00:00:00,pending,1947
840,Mike,Patel,mike840@ex.com,703-555-6300,2024-04-22T00:00:00,inactive,25
841,Alice,Doe,alice841@ex.com,703-555-7794,2023-10-07T00:00:00,pending,
842,,Doe,raj842@ex.com,703-555-7190,,active,1140
843,Alice,Green,alice843@ex.com,703-555-5514,2023-10-08T00:00:00,,
844,,Brown,,703-555-3163,2024-04-27T00:00:00,active,1237
845,Alice,Brown,alice845@ex.com,703-555-4731,,,1871
846,Jane,White,jane846@ex.com,703-555-7282,2023-03-23T00:00:00,inactive,1119
847,Leo,Green,leo847@ex.com,703-555-7279,2023-05-07T00:00:00,pending,1788
848,John,Brown,john848@ex.com,,2023-06-02T00:00:00,active,1926
849,Chris,Green,chris849@ex.com,703-555-3872,2023-01-09T00:00:00,,516
850,Tom,Brown,tom850@ex.com,703-555-6808,2023-02-06T00:00:00,pending,1282
851,,Green,jane851@ex.com,703-555-1341,2023-11-01T00:00:00,active,838
852,Chris,Brown,chris852@ex.com,703-555-3836,,,1537
853,,Brown,,703-555-7126,2023-11-15T00:00:00,,
854,Chris,Patel,,703-555-1865,2024-03-08T00:00:00,,
855,Chris,Smith,,703-555-3650,2024-05-10T00:00:00,,1291
856,Chris,Doe,chris856@ex.com,703-555-5290,2023-02-23T00:00:00,,
857,Bob,White,bob857@ex.com,703-555-3857,2023-06-28T00:00:00,pending,329
858,Chris,Doe,,703-555-1517,2023-02-10T00:00:00,,1068
859,Tom,White,tom859@ex.com,703-555-3828,2023-10-05T00:00:00,pending,1086
860,Mike,White,mike860@ex.com,,2023-08-27T00:00:00,pending,497
861,,Brown,alice861@ex.com,703-555-8993,2023-06-11T00:00:00,inactive,1627
862,Alice,Brown,alice862@ex.com,,2024-03-05T00:00:00,active,819
863,John,,john863@ex.com,,2024-01-04T00:00:00,active,746
864,Alice,Green,alice864@ex.com,703-555-8132,2023-02-02T00:00:00,,941
865,Sara,,sara865@ex.com,,2023-09-18T00:00:00,pending,1611
866,Raj,Lee,raj866@ex.com,703-555-8331,2023-05-30T00:00:00,active,155
867,,Johnson,,,,pending,251
868,Tom,,tom868@ex.com,703-555-6364,2023-01-04T00:00:00,,
869,Tom,,tom869@ex.com,703-555-1757,2023-02-18T00:00:00,,1423
870,Leo,Johnson,leo870@ex.com,703-555-4423,2024-04-25T00:00:00,,345
871,Mike,Doe,mike871@ex.com,703-555-9405,2023-11-07T00:00:00,inactive,647
872,Nina,Black,nina872@ex.com,703-555-8907,2023-03-24T00:00:00,active,
873,Jane,Johnson,jane873@ex.com,,2023-08-19T00:00:00,,
874,,Green,alice874@ex.com,703-555-4564,2024-01-24T00:00:00,,1469
875,Leo,Doe,leo875@ex.com,703-555-6610,2023-04-12T00:00:00,active,1036
876,Tom,Smith,tom876@ex.com,703-555-7260,2024-01-03T00:00:00,pending,
877,,,tom877@ex.com,,2024-05-04T00:00:00,pending,1450
878,John,,john878@ex.com,703-555-2891,2024-04-26T00:00:00,pending,97
879,Raj,Black,raj879@ex.com,703-555-5969,2024-05-11T00:00:00,inactive,168
880,Jane,White,jane880@ex.com,703-555-2421,2023-06-06T00:00:00,active,1753
881,Raj,Smith,raj881@ex.com,703-555-1339,2024-04-29T00:00:00,inactive,1543
882,Sara,Smith,sara882@ex.com,703-555-4426,2023-05-07T00:00:00,pending,
883,Chris,Lee,chris883@ex.com,703-555-5832,2023-06-02T00:00:00,,529
884,Emma,Black,emma884@ex.com,703-555-1538,2024-02-03T00:00:00,,238
885,Alice,,alice885@ex.com,,2024-04-13T00:00:00,,1425
886,Bob,Green,bob886@ex.com,703-555-5845,2023-12-22T00:00:00,,
887,John,Doe,john887@ex.com,703-555-4669,2023-03-04T00:00:00,pending,1375
888,Bob,,,703-555-4813,2023-11-04T00:00:00,active,1938
889,Bob,Black,bob889@ex.com,,2023-06-26T00:00:00,,208
890,Bob,Patel,bob890@ex.com,703-555-2966,2024-04-25T00:00:00,,804
891,Leo,Johnson,leo891@ex.com,,2023-11-24T00:00:00,pending,1261
892,Nina,Black,nina892@ex.com,703-555-6785,2023-07-24T00:00:00,,1493
893,Tom,Green,tom893@ex.com,703-555-6854,2024-03-23T00:00:00,pending,730
894,Tom,White,,703-555-2500,,active,992
895,Nina,Johnson,nina895@ex.com,703-555-8160,2024-03-01T00:00:00,,757
123|MISMATCH|EXTRA|COLS|HERE|oops
897,John,,john897@ex.com,703-555-7462,2024-03-20T00:00:00,,550
898,Raj,Black,raj898@ex.com,703-555-7548,2024-04-15T00:00:00,inactive,1383
899,,White,raj899@ex.com,,2023-06-15T00:00:00,pending,625
900,Chris,Green,chris900@ex.com,703-555-6941,2023-10-07T00:00:00,active,271
901,Tom,Lee,tom901@ex.com,703-555-9875,2023-11-01T00:00:00,,351
902,John,Brown,john902@ex.com,703-555-7489,2023-02-23T00:00:00,active,1539
903,Raj,Johnson,raj903@ex.com,703-555-4361,2023-07-23T00:00:00,active,508
904,Alice,Smith,,703-555-2585,,active,1885
905,,Johnson,raj905@ex.com,703-555-6824,2023-03-18T00:00:00,pending,1035
"unterminated,quote,here
907,Alice,,alice907@ex.com,703-555-7033,2024-01-11T00:00:00,inactive,1888
908,Chris,Patel,chris908@ex.com,703-555-1857,2024-03-21T00:00:00,inactive,914
909,Nina,Brown,nina909@ex.com,703-555-8684,2024-02-06T00:00:00,active,
910,Nina,Patel,nina910@ex.com,703-555-2832,2023-10-29T00:00:00,inactive,1845
911,Nina,Patel,nina911@ex.com,703-555-5791,2023-02-25T00:00:00,pending,1775
912,Alice,Lee,,703-555-2641,2023-05-06T00:00:00,active,692
913,,,,,2024-02-16T00:00:00,inactive,
914,Bob,,bob914@ex.com,703-555-6851,2023-04-21T00:00:00,active,
915,Sara,Doe,sara915@ex.com,703-555-9290,2023-02-08T00:00:00,,
916,Jane,Patel,jane916@ex.com,703-555-6210,2023-05-10T00:00:00,,771
917,Bob,Johnson,bob917@ex.com,703-555-5487,2023-10-07T00:00:00,pending,1493
918,John,Green,john918@ex.com,703-555-7863,2023-05-31T00:00:00,pending,1308
919,John,Black,,703-555-4880,2024-04-19T00:00:00,,448
920,Jane,Patel,jane920@ex.com,703-555-5919,,pending,
921,,Black,bob921@ex.com,,2023-05-24T00:00:00,,1316
922,Alice,White,alice922@ex.com,703-555-8666,2023-10-16T00:00:00,inactive,
923,Emma,Johnson,emma923@ex.com,703-555-5221,2023-07-07T00:00:00,pending,
924,Nina,Lee,,,2023-10-16T00:00:00,,
925,Leo,Brown,leo925@ex.com,703-555-3747,2023-08-12T00:00:00,pending,1737
926,Bob,Patel,bob926@ex.com,,,inactive,1761
927,Bob,Brown,bob927@ex.com,703-555-8702,,,1077
928,Chris,,chris928@ex.com,703-555-5555,2024-02-05T00:00:00,pending,1139
BAD_ROW_WITH_TOO_FEW_COLS
930,Raj,Smith,,703-555-8871,2023-02-06T00:00:00,,1381
931,John,Green,john931@ex.com,703-555-8645,,,985
932,Sara,Black,sara932@ex.com,703-555-9097,,,89
933,Alice,Smith,alice933@ex.com,,2023-08-18T00:00:00,pending,
934,Leo,Green,leo934@ex.com,703-555-8206,2024-04-06T00:00:00,active,1059
935,,White,emma935@ex.com,703-555-8378,2024-01-12T00:00:00,pending,1059
936,Raj,Green,raj936@ex.com,703-555-3566,,,836
937,Chris,Black,chris937@ex.com,703-555-8935,2023-08-18T00:00:00,active,
938,Sara,Johnson,,,2023-10-27T00:00:00,pending,
939,Mike,Patel,,703-555-3994,2023-01-02T00:00:00,pending,1417
940,,Patel,bob940@ex.com,703-555-9078,2024-01-13T00:00:00,,1300
941,John,Patel,john941@ex.com,703-555-7425,2024-01-14T00:00:00,active,162
942,Emma,Black,emma942@ex.com,703-555-1688,2023-06-09T00:00:00,,1983
943,Nina,Green,nina943@ex.com,703-555-6917,2024-01-25T00:00:00,active,1834
944,Leo,White,leo944@ex.com,703-555-5415,2024-05-14T00:00:00,pending,1657
945,Mike,White,mike945@ex.com,703-555-9386,2023-06-02T00:00:00,active,490
946,Jane,Johnson,jane946@ex.com,703-555-2241,2024-02-24T00:00:00,inactive,1809
947,Nina,White,,703-555-7889,2024-02-18T00:00:00,pending,1936
948,Alice,Patel,alice948@ex.com,,2023-12-08T00:00:00,,967
949,Raj,Brown,raj949@ex.com,,2024-05-01T00:00:00,active,37
950,Emma,Brown,emma950@ex.com,703-555-5625,2023-05-09T00:00:00,,680
951,Sara,Green,,,,inactive,767
952,Sara,,,703-555-5141,2024-04-16T00:00:00,pending,527
953,Sara,Brown,sara953@ex.com,703-555-9726,2023-04-21T00:00:00,pending,233
954,Nina,Green,nina954@ex.com,,2023-03-23T00:00:00,inactive,372
955,Leo,White,leo955@ex.com,703-555-9682,,,1332
956,Nina,Patel,nina956@ex.com,703-555-7039,,inactive,
957,Jane,White,jane957@ex.com,703-555-9746,2023-10-02T00:00:00,,283
958,Alice,Green,alice958@ex.com,703-555-3035,2023-01-10T00:00:00,,516
959,Jane,Patel,jane959@ex.com,,2023-01-05T00:00:00,active,1811
960,Jane,Lee,jane960@ex.com,703-555-2996,2023-10-26T00:00:00,active,935
